sku,make,model,category,part_name,catalog_part_number,oem_number,catalog_page,grid_position,image_status,image_path
PGE-STK-0442,Stokes,533,Product Control,OPEN FEED FRAME - RIGHT ASSEMBLY,S35-66/R/A,D-242-766-6,65,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0442.webp
PGE-STK-0443,Stokes,533,Product Control,FORCED FEEDER,S35-FC1,N/A,65,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0443.webp
PGE-STK-0444,Stokes,533,Product Control,HOPPER ADJUSTING SCREW ASSEMBLY,S-36,D-290-403-010,65,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0444.webp
PGE-STK-0445,Stokes,533,Product Control,HOPPER ADJUSTING NUT,S-36/1,N/A,65,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0445.webp
PGE-STK-0446,Stokes,533,Product Control,HOPPER ADJUSTING SCREW,S-36/2,1-EC36,65,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0446.webp
PGE-STK-0447,Stokes,533,Product Control,FEED FRAME LEVELING SCREW,S-479,"A-234-479-1, A-234-479-5",65,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0447.webp
PGE-STK-0448,Stokes,533,Product Control,SCRAPER SPRING,SP-8,"37077, 35018, 36062",65,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0448.webp
PGE-STK-0449,Stokes,533,Thickness/Hardness Components,WORM - THICKNESS CONTROL,S35-247,A-233-247-001,66,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0449.webp
PGE-STK-0450,Stokes,533,Turret Hardware,DIE LOCK SCREW,DL-91,230-091-1,66,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0450.webp
PGE-STK-0451,Stokes,533,Turret Hardware,RING GEAR,S35-858,D-236-858-1,66,R1C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0452,Stokes,533,Turret Hardware,ROLLER BEARING AND RACE,S35-646,085-6-646,66,R2C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0453,Stokes,533,Turret Hardware,SPINDLE - EARLY MODEL,S35-633,C-241-633-1,66,R2C2,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0454,Stokes,533,Turret Hardware,SPINDLE - LATE MODEL,S35-633/6,C-241-633-006,66,R2C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0455,Stokes,533,Turret Hardware,SPINDLE CAP GASKET,S35-012,07-FA-012-BQ,66,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0455.webp
PGE-STK-0456,Stokes,533,Turret Hardware,SPINDLE AIR BLEED O-RING,S35-088,07-FD-088-P,66,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0456.webp
PGE-STK-0457,Stokes,533,Turret Hardware,O'RING FOR SPINDLE O.D.,S35-28,022-002-228,66,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0457.webp
PGE-STK-0458,Stokes,533,Turret Hardware,SPRING GUIDE,S35-512,A-232-512-001,66,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0458.webp
PGE-STK-0459,Stokes,533,Turret Hardware,SPINDLE BEARING,S35-646-1,085-6-646/1,66,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0459.webp
PGE-STK-0460,Stokes,533,Turret Hardware,RACE FOR SPINDLE BEARING,S35-646-2,085-6-646/2,66,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0460.webp
PGE-STK-0461,Stokes,533,Turret Hardware,SPINDLE CAP - LATE MODEL,S35-835,B-241-835-009,66,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0461.webp
PGE-STK-0462,Stokes,533,Turret Hardware,SPINDLE CLAMP RING,S35-837,B-241-837-001,66,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0462.webp
PGE-STK-0463,Stokes,533,Turrets,STOCK PHOTO 45 STATION TURRET ASSEMBLY*,S35-45T/A,N/A,66,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0463.webp
PGE-STK-0464,Stokes,533,Turrets,STOCK PHOTO 33 STATION TURRET ASSEMBLY*,S35-33T,D-232-253-55,67,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0464.webp
PGE-STK-0465,Stokes,533,Turrets,STOCK PHOTO 45 STATION TURRET-AS- SEMBLY* - CORE ROD,S35-45T-CR,N/A,67,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0465.webp
PGE-STK-0466,Stokes,533,Upper Cam Tracks,UPPER LOWERING CAM - 33 STATION (EARLY MODEL),S35-823/1,D-232-823-002,67,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0466.webp
PGE-STK-0467,Stokes,533,Upper Cam Tracks,HOLD-DOWN CAM,S35-023,C-296-023-001,67,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0467.webp
PGE-STK-0468,Stokes,533,Upper Cam Tracks,HOLD-DOWN BAR (SET OF 2),S35-024,B-296-024-005,67,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0468.webp
PGE-STK-0469,Stokes,533,Upper Cam Tracks,HOLD-DOWN BAR (1 OF 2),S35-024/1,B-296-024-005,67,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0469.webp
PGE-STK-0470,Stokes,533,Upper Cam Tracks,HOLD DOWN BAR (2 OF 2),S35-024/2,B-296-024-005,67,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0470.webp
PGE-STK-0471,Stokes,533,Upper Cam Tracks,UPPER RAISING CAM - 45 STATION (EARLY MODEL),S35-822,D-232-822-001,67,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0471.webp
PGE-STK-0472,Stokes,533,Upper Cam Tracks,UPPER RAISING CAM - 33 STATION (EARLY MODEL),S35-822/1,D-232-822-002,67,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0472.webp
PGE-STK-0473,Stokes,533,Upper Cam Tracks,UPPER RAISING CAM - 33 STATION (LATE MODEL),S35-822/2,D-232-822-002,67,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0473.webp
PGE-STK-0474,Stokes,533,Upper Cam Tracks,UPPER RAISING CAM - 45 STATION (LATE MODEL),S35-822/6,D-232-822-006,67,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0474.webp
PGE-STK-0475,Stokes,533,Upper Cam Tracks,UPPER LOWERING CAM - 45 STATION (LATE MODEL),S35-823,D-232-823-007,67,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0475.webp
PGE-STK-0476,Stokes,533,Upper Cam Tracks,UPPER LOWERING CAM - 33 STATION (LATE MODEL),S35-823/2,N/A,67,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0476.webp
PGE-STK-0477,Stokes,533,Upper Cam Tracks,UPPER LOWERING CAM - 45 STATION EARLY MODEL- GRAVITY FEEDER ONLY,S35-823/3,N/A,67,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0477.webp
PGE-STK-0478,Stokes,533,Upper Cam Tracks,UPPER DWELL CAM - 45 STATION,S35-890,B-236-890-002,67,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0478.webp
PGE-STK-0479,Stokes,533,Upper Cam Tracks,UPPER DWELL CAM - 33 STATION,S35-890/1,B-236-890-001,68,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0479.webp
PGE-STK-0480,Stokes,533,Weight Adjusting Components,WEIGHT/PRESSURE ADJ. WHEEL SPRING,S-204,A-200-204-1,68,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0480.webp
PGE-STK-0481,Stokes,533,Weight Adjusting Components,ADJUSTING SCREW LOCK NUT,S35-011/A,01-FD-011-A,68,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0481.webp
PGE-STK-0482,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER WHEEL,S35-035,A-220-035-7,68,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0482.webp
PGE-STK-0483,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER BODY,S35-319,C-233-319-001,68,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0483.webp
PGE-STK-0484,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER BOTTOM PLATE,S35-320,A-233-320-002,68,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0484.webp
PGE-STK-0485,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER BEVEL PINION,S35-373,A-233-373-001,68,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0485.webp
PGE-STK-0486,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER BEVEL GEAR,S35-374,A-233-374-002,68,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0486.webp
PGE-STK-0487,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER SHAFT (RIGHT SIDE),S35-819,A-233-819-002,68,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0487.webp
PGE-STK-0488,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER SHAFT (LEFT SIDE),S35-820,A-233-820-002,68,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0488.webp
PGE-STK-0489,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER CAM ASSEMBLY,S35-916,"D-236-916-1, D-236-916-2",68,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0489.webp
PGE-STK-0490,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER LEAD SCREW,S35-916A,D-236-916-1,68,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0490.webp
PGE-STK-0491,Stokes,533,Weight Adjusting Components,WEIGHT ADJUSTER CAM HEAD,S35-916B,D-236-916-1,68,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0491.webp
PGE-STK-0492,Stokes,540,Drive Components,ROTATING HANDWHEEL,S51-668,B-233-668-4,69,R1C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0493,Stokes,540,Drive Components,PILLOW BEARING - JACK SHAFT,S51-19,N/A,69,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0493.webp
PGE-STK-0494,Stokes,540,Drive Components,PULLEY ON JACKSHAFT,S51-526,085-10-526,69,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0494.webp
PGE-STK-0495,Stokes,540,Drive Components,V/S BELT FOR PULLEY,S51-563,085-13-563,69,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0495.webp
PGE-STK-0496,Stokes,540,Drive Components,CLUTCH SHIFTER SHOE,S51-722,085-8-722,69,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0496.webp
PGE-STK-0497,Stokes,540,Drive Components,PIN FOR SHOE,S51-723,085-8-723,69,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0497.webp
PGE-STK-0498,Stokes,540,Drive Components,"TIMING BELT-30"" O.L.",S51-78,085-8-778,69,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0498.webp
PGE-STK-0499,Stokes,540,Drive Components,BUSHING FOR SPRING ROD BRG.,S51-830,085-8-830,69,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0499.webp
PGE-STK-0500,Stokes,540,Hydraulic & Lubrication Components,SPINDLE,S51-971,C-239-971-1,69,R3C3,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0501,Stokes,540,Hydraulic & Lubrication Components,OIL PRESSURE GAUGE - 15 P.S.I,S-162,085-10-162,69,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0501.webp
PGE-STK-0502,Stokes,540,Hydraulic & Lubrication Components,OIL FILTER ELEMENT,S-30,N/A,69,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0502.webp
PGE-STK-0503,Stokes,540,Hydraulic & Lubrication Components,OIL FILTER ASSEMBLY HEAD & ELEMENT,S-30H,N/A,69,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0503.webp
PGE-STK-0504,Stokes,540,Hydraulic & Lubrication Components,TONNAGE GAUGE (0-4 TONS),S-43,085-10-435,69,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0504.webp
PGE-STK-0505,Stokes,540,Hydraulic & Lubrication Components,O RING FOR SPINDLE PISTON,S51-125,022-2-125,69,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0505.webp
PGE-STK-0506,Stokes,540,Hydraulic & Lubrication Components,RESERVOIR GASKET,S51-594,B-236-594-1,69,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0506.webp
PGE-STK-0507,Stokes,540,Hydraulic & Lubrication Components,END PLATE GASKET,S51-672,A-278-672-2,70,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0507.webp
PGE-STK-0508,Stokes,540,Hydraulic & Lubrication Components,CUP RING FOR SPINDLE PISTON,S51-788,A-241-778-001,70,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0508.webp
PGE-STK-0509,Stokes,540,Hydraulic & Lubrication Components,PUMP MOUNTING BRACKET,SP-664,085-12-664,70,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0509.webp
PGE-STK-0510,Stokes,540,Hydraulic & Lubrication Components,OIL PUMP SUPPORT,SP-778,A-241-778-001,70,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0510.webp
PGE-STK-0511,Stokes,540,Hydraulic & Lubrication Components,OIL PUMP,SP-A2,085-10-525,70,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0511.webp
PGE-STK-0512,Stokes,540,Hydraulic & Lubrication Components,STRAINER FOR OIL PUMP,SP-A3,N/A,70,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0512.webp
PGE-STK-0513,Stokes,540,Hydraulic & Lubrication Components,OIL/HYDRAULIC VALVE ASSEMBLY,S-VA,N/A,70,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0513.webp
PGE-STK-0514,Stokes,540,Lower Cam Tracks,LOWER PUNCH TAKE-OUT,S51-061,B-236-061-3,70,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0514.webp
PGE-STK-0515,Stokes,540,Lower Cam Tracks,LOWER DWELL CAM,S51-210,C-236-210-5,70,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0515.webp
PGE-STK-0516,Stokes,540,Lower Cam Tracks,EJECTION CAM,S51-211,C-236-211-2,70,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0516.webp
PGE-STK-0517,Stokes,540,Lower Cam Tracks,PULL DOWN CAM - OLD STYLE,S51-212,D-236-212-3,70,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0517.webp
PGE-STK-0518,Stokes,540,Lower Cam Tracks,LEVELING ECCENTRIC,S51-71,A-236-071-2,70,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0518.webp
PGE-STK-0519,Stokes,540,Lower Cam Tracks,LOWER PUNCH TAKE-OUT STUD,S51-73,A-236-073-1,70,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0519.webp
PGE-STK-0520,Stokes,540,Lower Cam Tracks,NEW STYLE EJECTION CAM,S51-754,A-236-754-1,70,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0520.webp
PGE-STK-0521,Stokes,540,Pressure Rolls & Components,LOWER ROLL SHAFT,S51-3,C-263-003-2,70,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0521.webp
PGE-STK-0522,Stokes,540,Pressure Rolls & Components,UPPER ROLL SHAFT,S51-45,C-236-145-1,71,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0522.webp
PGE-STK-0523,Stokes,540,Pressure Rolls & Components,PRESSURE ROLL,S51-60,B-242-600-17,71,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0523.webp
PGE-STK-0524,Stokes,540,Product Control,FEED FRAME - RIGHT- WITH NYLON INSERT ASSEMBLY,S51-50/R-1/A,N/A,71,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0524.webp
PGE-STK-0525,Stokes,540,Product Control,HOPPER,S51-12,D-237-012-2,71,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0525.webp
PGE-STK-0526,Stokes,540,Product Control,FEED FRAME LEVELING SCREW 3 POINT,S-10,A-237-010-1,71,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0526.webp
PGE-STK-0527,Stokes,540,Product Control,NUT - FEED FRAME LEVELING SCREW,S-10/1,N/A,71,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0527.webp
PGE-STK-0528,Stokes,540,Product Control,HOPPER ADJUSTING NUT,S51-456,085-5-456,71,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0528.webp
PGE-STK-0529,Stokes,540,Product Control,TABLET TAKE-OFF - LEFT,S51-47,A-236-947-1,71,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0529.webp
PGE-STK-0530,Stokes,540,Product Control,SCRAPER BLADE-BRASS,S51-48,A-236-948-1,71,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0530.webp
PGE-STK-0531,Stokes,540,Product Control,TABLET TAKE-OFF - RIGHT,S51-49,A-236-949-1,71,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0531.webp
PGE-STK-0532,Stokes,540,Product Control,FEED FRAME - LEFT- WITH NY- LON INSERT ASSEMBLY,S51-50/L-1/A,D-236-950-23,71,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0532.webp
PGE-STK-0533,Stokes,540,Product Control,FEED FRAME-RIGHT ASSEMBLY,S51-50/R/A,D-236-950-23,71,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0533.webp
PGE-STK-0534,Stokes,540,Product Control,FEED FRAME - LEFT ASSEMBLY,S51-50/L/A,D-236-950-22,71,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0534.webp
PGE-STK-0535,Stokes,540,Product Control,HOPPER MOUNTING STUD,S51-751,085-12-75,71,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0535.webp
PGE-STK-0536,Stokes,540,Product Control,SCRAPER SPRING,SP-8,"37077, 35018, 36062",71,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0536.webp
PGE-STK-0537,Stokes,540,Product Control,FEED FRAME LEFT - NICKLE PLATE,S51-50/L/N,N/A,72,R1C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0538,Stokes,540,Turret Hardware,DIE LOCK SCREW - 45 STATION,DL-18,PD-13,72,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0538.webp
PGE-STK-0539,Stokes,540,Turret Hardware,"SPRING, LOWER PUNCH SUPPORT",S-115,12AA115,72,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0539.webp
PGE-STK-0540,Stokes,540,Turret Hardware,"SET SCREW, LOWER PUNCH SUPPORT",S-4,01BD002A,72,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0540.webp
PGE-STK-0541,Stokes,540,Turret Hardware,"PLUNGER, LOWER PUNCH SUPPORT",S-54,N/A,72,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0541.webp
PGE-STK-0542,Stokes,540,Turrets,STOCK PHOTO 41 STATION TURRET ASSEMBLY*,S51-41T,D-267-503-28,72,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0542.webp
PGE-STK-0543,Stokes,540,Turrets,STOCK PHOTO 51 STATION TURRET ASSEMBLY*,S51-51T,D-267-503-29,72,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0543.webp
PGE-STK-0544,Stokes,540,Upper Cam Tracks,UPPER LOWERING CAM,S51-118,D-236-118-1,72,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0544.webp
PGE-STK-0545,Stokes,540,Upper Cam Tracks,UPPER LOWERING CAM - BRONZE,S51-118/B,D-236-118-1B,72,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0545.webp
PGE-STK-0546,Stokes,540,Upper Cam Tracks,UPPER RAISING CAM,S51-119,D-236-119-1,72,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0546.webp
PGE-STK-0547,Stokes,540,Upper Cam Tracks,UPPER RAISING CAM - BRONZE,S51-119/B,N/A,72,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0547.webp
PGE-STK-0548,Stokes,540,Upper Cam Tracks,UPPER DWELL CAM,S51-130,C-236-130-1,72,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0548.webp
PGE-STK-0549,Stokes,540,Upper Cam Tracks,UPPER DWELL CAM - BRONZE,S51-130/B,C-236-130-1,72,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0549.webp
PGE-STK-0550,Stokes,541,Drive Components,ROTATING HANDWHEEL,S51-668,B-233-668-4,73,R1C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0551,Stokes,541,Drive Components,CLUTCH LEVERS,S51-110,110,73,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0551.webp
PGE-STK-0552,Stokes,541,Drive Components,OUTER DISC (CLUTCH),S51-112,112,73,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0552.webp
PGE-STK-0553,Stokes,541,Drive Components,INNER DISC (CLUTCH),S51-113,113,73,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0553.webp
PGE-STK-0554,Stokes,541,Drive Components,CLUTCH SPRING (SEPARATOR),S51-114,N/A,73,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0554.webp
PGE-STK-0555,Stokes,541,Drive Components,PILLOW BEARING - JACK SHAFT,S51-19,N/A,73,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0555.webp
PGE-STK-0556,Stokes,541,Drive Components,JACKSHAFT,S51-19/1,N/A,73,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0556.webp
PGE-STK-0557,Stokes,541,Drive Components,WORMSHAFT BEARING - TACH SIDE,S51-407,085-10-407,73,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0557.webp
